Symbol,Company,Description,Sector,Industry,Weights
PNDORA,N/A,N/A,N/A,N/A,N/A
PRY,N/A,N/A,N/A,N/A,N/A
HEI,HEICO Corporation,"HEICO Corporation, through its subsidiaries, designs, manufactures, and sells aerospace, defense, and electronic related products and services. The company's Flight Support Group segment provides jet engine and aircraft component replacement parts; thermal insulation blankets and parts; renewable/reusable insulation systems; and specialty components. This segment also distributes hydraulic, pneumatic, structural, interconnect, mechanical, and electro-mechanical components for the commercial, regional, and general aviation markets; and offers repair and overhaul services for jet engine and aircraft component parts, avionics, instruments, composites, and flight surfaces of commercial aircraft, as well as for avionics and navigation systems, subcomponents, and other instruments utilized on military aircraft. Its Electronic Technologies Group segment provides electro-optical infrared simulation and test equipment; electro-optical laser products; electro-optical, microwave, and other power equipment; electromagnetic and radio frequency (RF) interference shielding and suppression filters; power conversion and interface products; interconnection devices; power electronics; and underwater locator beacons and emergency locator transmission beacons. This segment also offers traveling wave tube amplifiers and microwave power modules; memory products and specialty semiconductors; harsh environment connectivity products and custom molded cable assemblies; RF and microwave products; communications and electronic intercept receivers and tuners; self-sealing auxiliary fuel systems; active antenna systems and airborne antennas; nuclear radiation detectors; silicone products; power amplifiers; ceramic-to-metal feedthroughs and connectors; technical surveillance countermeasures equipment; RF receivers and sources; embedded computing solutions; test sockets and adapters; and radiation assurance services. The company was founded in 1957 and is headquartered in Hollywood, Florida.",Industrials,Aerospace & Defense,0.07%
0Q4U,N/A,N/A,N/A,N/A,N/A
6988,N/A,N/A,N/A,N/A,N/A
TLS,Telos Corporation,"Telos Corporation, together with its subsidiaries, provides cyber, cloud, and enterprise security solutions worldwide. The company operates through two segments, Security Solutions and Secure Networks. It provides Xacta, a premier platform for enterprise cyber risk management and security compliance automation solutions to large commercial and government enterprises; and Telos Ghost, a solution to eliminate cyber-attack surfaces by obfuscating and encrypting data, masking user identity and location, and hiding network resources, as well as provides security and privacy for intelligence gathering, cyber threat protection, securing critical infrastructure, and protecting communications and applications. The company also offers Telos Automated Message Handling System, a web-based organizational message distribution and management platform for mission-critical communications used by military field operatives; and Telos Advanced Cyber Analytics, a solution-as-a-service  that enables organizations to detect malicious activity earlier and to uncover and identify previously unknown attacks and new malicious behavior; IDTrust360, an enterprise-class digital trusted identity risk platform for extending flexible hybrid cloud identity services; and ONYX solution, which delivers touchless fingerprint biometrics that people can submit simply by using their mobile phones. In addition, it provides secure network services, including secure mobility solutions for business and government that enable remote work and minimize operational and security concern across and beyond the enterprises; and network management and defense services for operating, administrating, and defending complex enterprise networks and defensive cyber operations. It serves the United States federal government, large commercial businesses, state and local governments, and international customers. The company was founded in 1968 and is headquartered in Ashburn, Virginia.",Technology,Software - Infrastructure,0.07%
MT,ArcelorMittal S.A.,"ArcelorMittal S.A., together with its subsidiaries, operates as integrated steel and mining companies in the Americas, Europe, Asia, and Africa. It offers semi-finished flat products, including slabs; finished flat products comprising plates, hot- and cold-rolled coils and sheets, hot-dipped and electro-galvanized coils and sheets, tinplate, and color coated coils and sheets; semi-finished long products, such as blooms and billets; finished long products consisting of bars, wire-rods, structural sections, rails, sheet piles, and wire-products; and seamless and welded pipes and tubes. The company also provides mining products, such as iron ore lumps, fines, concentrates, pellets, and sinter feeds; and coking and pulverized coal injections coal. It sells its products to various customers in the automotive, appliance, engineering, construction, energy, and machinery industries through a centralized marketing organization, as well as distributors. The company has iron ore mining activities in Brazil, Bosnia, Canada, Kazakhstan, Liberia, Mexico, South Africa, and Ukraine; and coal mining activities in Kazakhstan. ArcelorMittal S.A. was founded in 1976 and is headquartered in Luxembourg City, Luxembourg.",Basic Materials,Steel,0.07%
POLI,N/A,N/A,N/A,N/A,N/A
CA,N/A,N/A,N/A,N/A,N/A
NN,NextNav Inc.,"NextNav Inc. provides next generation positioning, navigation, and timing (PNT) solutions in the United States. It offers Pinnacle, a dedicated vertical positioning network to cover entire metropolitan areas including devices equipped with a barometric pressure sensor with the highest quality wide-area altitude service, which is based on three primary components comprising an altitude station network, device software, and secure cloud services platform. The company also provides TerraPoiNT, an 3D PNT system, provides positioning, navigation and timing services provided by GPS through a land-based GPS satellite constellation including broadcast transmitter. It serves Wi-Fi, telecom, public safety, gaming and location apps, and critical infrastructure applications. The company was founded in 2007 and is headquartered in McLean, Virginia.",Technology,Software - Infrastructure,0.06%
1COV,N/A,N/A,N/A,N/A,N/A
TEVA,Teva Pharmaceutical Industries Limited,"Teva Pharmaceutical Industries Limited, a pharmaceutical company, develops, manufactures, markets, and distributes generic medicines, specialty medicines, and biopharmaceutical products in North America, Europe, Israel, and internationally. The company offers sterile products, hormones, high-potency drugs, and cytotoxic substances in various dosage forms, including tablets, capsules, injectables, inhalants, liquids, transdermal patches, ointments, and creams. It also manufactures and sells active pharmaceutical ingredients, as well as provides contract manufacturing services; and operates an out-licensing platform that offers a portfolio of products to other pharmaceutical companies. In addition, it focuses on the central nervous system (CNS), pain, respiratory, and oncology areas. The company's products portfolio in the CNS field comprises Copaxone for the treatment of relapsing forms of multiple sclerosis; AJOVY for the preventive treatment of migraine in adults; and AUSTEDO for the treatment of neurodegenerative and movement disorders associated with Huntington's disease and tardive dyskinesia; respiratory therapeutic area includes ProAir RespiClick, QVAR, ProAir Digihaler, AirDuo Digihaler, ArmonAir Digihaler, BRALTUS, CINQAIR/CINQAERO, DuoResp Spiromax, and AirDuo RespiClick/ArmonAir RespiClick for the treatment of asthma and chronic obstructive pulmonary disease; and oncology therapeutic field consists of Bendeka, Treanda, Granix, Trisenox, Lonquex, and Tevagrastim/Ratiograstim. Teva Pharmaceutical Industries Limited has a collaboration with MedinCell for the development and commercialization of multiple long-acting injectable products, a risperidone suspension for the treatment of patients with schizophrenia, as well as a collaboration with Sanofi to co-develop and co-commercialize TEV-48574 asset, a novel anti-TL1A therapy for the treatment of ulcerative colitis and Crohn's disease. The company was founded in 1901 and is headquartered in Tel Aviv, Israel.",Healthcare,Drug Manufacturers - Specialty & Generic,0.06%
ALFA,N/A,N/A,N/A,N/A,N/A
CNHI,CNH Industrial N.V.,"CNH Industrial N.V., an equipment and services company, engages in the design, production, marketing, sale, and financing of agricultural and construction equipment in North America, Europe, the Middle East, Africa, South America, and the Asia Pacific. The company operates through three segments: Agriculture, Construction, and Financial Services. The Agriculture segment designs, manufactures, and distributes farm machinery and implements, including two-wheel and four-wheel drive tractors, crawler tractors, combines, grape and sugar cane harvesters, hay and forage equipment, planting and seeding equipment, soil preparation and cultivation implements, and material handling equipment. This segment sells its agricultural equipment under the New Holland Agriculture and Case IH brands. The Construction segment designs, manufactures, and distributes construction equipment comprising excavators, crawler dozers, graders, wheel loaders, backhoe loaders, skid steer loaders, and compact track loaders under the CASE Construction Equipment, New Holland Construction, and Eurocomach brands. The Financial Services segment offers retail note and lease financing to end-use customers for the purchase of new and used agricultural and construction equipment and components, as well as revolving charge account financing and other financial services. It also provides wholesale financing to CNH Industrial brand dealers and distributors; and trade receivables factoring services to CNH Industrial companies, as well as financial services to Iveco Group companies in the North America, South America, and Asia Pacific regions. The company was founded in 1842 and is headquartered in London, the United Kingdom.",Industrials,Farm & Heavy Construction Machinery,0.06%
ABF,N/A,N/A,N/A,N/A,N/A
4684,N/A,N/A,N/A,N/A,N/A
6506,N/A,N/A,N/A,N/A,N/A
7201,N/A,N/A,N/A,N/A,N/A
SRG,Seritage Growth Properties,"Seritage is principally engaged in the ownership, development, redevelopment, management and leasing of retail and mixed-use properties throughout the United States. As of September 30, 2023, the Company's portfolio consisted of interests in 42 properties comprised of approximately 5.6 million square feet of gross leasable area (""GLA"") or build-to-suit leased area, approximately 126 acres held for or under development and approximately 2.9 million square feet or approximately 259 acres to be disposed of. The portfolio consists of approximately 4.3 million square feet of GLA held by 33 wholly owned properties (such properties, the ""Consolidated Properties"") and 1.2 million square feet of GLA held by 9 unconsolidated entities (such properties, the ""Unconsolidated Properties"").",Real Estate,REIT - Retail,0.06%
9021,N/A,N/A,N/A,N/A,N/A
5802,N/A,N/A,N/A,N/A,N/A
ORG,N/A,N/A,N/A,N/A,N/A
8795,N/A,N/A,N/A,N/A,N/A
3407,N/A,N/A,N/A,N/A,N/A
EXO,N/A,N/A,N/A,N/A,N/A
1113,N/A,N/A,N/A,N/A,N/A
9843,N/A,N/A,N/A,N/A,N/A
WPP,WPP plc,"WPP plc, a creative transformation company, provides communications, experience, commerce, and technology services in North America, the United Kingdom, Western Continental Europe, the Asia Pacific, Latin America, Africa, the Middle East, and Central and Eastern Europe. The company operates through three segments: Global Integrated Agencies, Public Relations, and Specialist Agencies. It offers advertising, marketing, brand strategies, and campaigns across all media; and provides media planning and buying services. It also provides media investment; data and technology, and content services. The company also offers public relations and specialist agency services. WPP plc was founded in 1985 and is based in London, the United Kingdom.",Communication Services,Advertising Agencies,0.06%
NIBEB,N/A,N/A,N/A,N/A,N/A
9104,N/A,N/A,N/A,N/A,N/A
8601,N/A,N/A,N/A,N/A,N/A
PKO,N/A,N/A,N/A,N/A,N/A
SHL,N/A,N/A,N/A,N/A,N/A
4188,N/A,N/A,N/A,N/A,N/A
9502,N/A,N/A,N/A,N/A,N/A
3659,N/A,N/A,N/A,N/A,N/A
S32,N/A,N/A,N/A,N/A,N/A
CPU,N/A,N/A,N/A,N/A,N/A
SK3,N/A,N/A,N/A,N/A,N/A
HLMA,N/A,N/A,N/A,N/A,N/A
IAG,IAMGOLD Corporation,"IAMGOLD Corporation, through its subsidiaries, explores, develops, and operates gold mining properties in North America and West Africa. The company owns 100% interest in the Westwood mine, covers an area of 1,925 hectare and located in Quebec and the Côté gold project, which covers an area of 596 square kilometer located in Ontario, Canada; and 90% interests in the Essakane mine situated in Burkina Faso and Boto gold project located in Senegal, West Africa. Its exploration and development projects include the 100% owned Diakha-Siribaya project that covers an area of approximately 600 square kilometres situated in Mali; the Monster Lake projects located in Quebec, Canada; and the Karita project that covers an area of approximately 100 square kilometres located in Guinea, as well as Pitangui project in Brazil, and 75% owned the Nelligan located in Québec. IAMGOLD Corporation was incorporated in 1990 and is headquartered in Toronto, Canada.",Basic Materials,Gold,0.06%
SVT,"Servotronics, Inc.","Servotronics, Inc. designs, manufactures, and markets control components and consumer products in the United States and internationally. It operates in two segments, Advanced Technology Group (ATG) and Consumer Products Group (CPG). The ATG segment provides servo-control components to the commercial aerospace, aircraft, and government related industries; and medical and industrial markets. This segment's principal components include torque motors, electromagnetic actuators, hydraulic and pneumatic valves, and related devices that convert an electrical current into a mechanical force or movement, and other products. It also offers metallic seals of various cross-sectional configurations to close tolerances from standard and special alloy steels. This segment markets and sells its products to the commercial aviation manufacturers, government prime contractors, government subcontractors, and end-users. The CPG segment provides cutlery products, including steak, carving, bread, butcher, and paring knives for household use, as well as for use in restaurants, institutions, and the private industry; fixed and folding knives for hunting, fishing, and camping; and machetes, bayonets, survival knives, and kitchen knives. It also offers carving forks and various specialty tools, such as putty knives, linoleum sheet cutters, and field knives; and engineering, design, and OEM/white-label manufacturing services to customers in the consumer and commercial industries. This segment markets its products through its sales resources and independent manufacturers' representatives to big box, hardware, supermarket, variety, department, discount, gift, drug, outdoor, and sporting stores, as well as through electronic commerce. The company was incorporated in 1959 and is headquartered in Elma, New York.",Industrials,Electrical Equipment & Parts,0.06%
UU,N/A,N/A,N/A,N/A,N/A
HMB,N/A,N/A,N/A,N/A,N/A
PKN,N/A,N/A,N/A,N/A,N/A
QGEN,Qiagen N.V.,"QIAGEN N.V. offers sample to insight solutions that transform biological materials into molecular insights worldwide. The company provides primary sample technology consumables, such as nucleic stabilization and purification kits for primary sample materials, manual and automated processing for genotyping, gene expression, and viral and bacterial analysis, as well as silica membranes and magnetic bead technologies; secondary sample technology consumables, including kits and components for purification of nucleic acids from secondary sample materials; and instruments for nucleic acid purification and accessories. It also provides interferon-gamma release assay for TB testing, and assays for post-transplant testing and viral load monitoring; assays for prenatal testing and detection of sexually transmitted diseases and HPV, as well as assays for analysis of genomic variants, such as mutations, insertions, deletions, and fusions; and sample to insight instruments, including one-step molecular analysis of hard-to-diagnose syndromes, and integrated PCR testing. In addition, it offers PCR consumables, such as quantitative PCR, reverse transcription, and combinations kits for analysis of gene expression, genotyping, and gene regulation instruments and technologies; human ID and forensics assay consumables, including STR assays for human ID, and assays for food contamination; PCR instruments consist of digital PCR solutions; and developed and configured OEM consumables. Further, the company provides predefined and custom NGS gene panels, library prep kits and components, and whole genome amplification; QIAGEN consumables and instruments, as well as bioinformatics solutions; and custom laboratory and genomic services. It serves molecular diagnostics, academia, pharmaceutical, and applied testing customers. The company was founded in 1986 and is headquartered in Venlo, the Netherlands.",Healthcare,Diagnostics & Research,0.06%
9531,N/A,N/A,N/A,N/A,N/A
SCHP,N/A,N/A,N/A,N/A,N/A
SW,N/A,N/A,N/A,N/A,N/A
7272,N/A,N/A,N/A,N/A,N/A
SCAB,N/A,N/A,N/A,N/A,N/A
AKRBP,N/A,N/A,N/A,N/A,N/A
MRO,Marathon Oil Corporation,"Marathon Oil Corporation operates as an independent exploration and production company in the United States and internationally. The company engages in the exploration, production, and marketing of crude oil and condensate, natural gas liquids, and natural gas; and the production and marketing of products manufactured from natural gas, such as liquefied natural gas and methanol. It also owns and operates central gathering and treating facilities; and the Sugarloaf gathering system, a 42-mile natural gas pipeline through Karnes and Atascosa Counties. The company was formerly known as USX Corporation and changed its name to Marathon Oil Corporation in December 2001. The company was founded in 1886 and is headquartered in Houston, Texas.",Energy,Oil & Gas E&P,0.06%
PSON,N/A,N/A,N/A,N/A,N/A
NST,N/A,N/A,N/A,N/A,N/A
4528,N/A,N/A,N/A,N/A,N/A
UCB,N/A,N/A,N/A,N/A,N/A
BTA,BlackRock Long-Term Municipal Advantage Trust,"BlackRock Long-Term Municipal Advantage Trust is a closed ended fixed income mutual fund launched by BlackRock, Inc. It is managed by BlackRock Advisors, LLC. The fund invests in fixed income markets of the United States. It uses financial derivatives to invest in municipal obligations. The fund primarily invests in long-term municipal bonds with a maturity of more than ten years at the time of investment. BlackRock Long-Term Municipal Advantage Trust was formed on February 28, 2006 and is domiciled in United States.",Financial Services,Asset Management,0.06%
SCG,N/A,N/A,N/A,N/A,N/A
5411,N/A,N/A,N/A,N/A,N/A
BAMI,N/A,N/A,N/A,N/A,N/A
MNDI,N/A,N/A,N/A,N/A,N/A
J36,N/A,N/A,N/A,N/A,N/A
ADM,Archer-Daniels-Midland Company,"Archer-Daniels-Midland Company procures, transports, stores, processes, and merchandises agricultural commodities, products, and ingredients in the United States, Switzerland, the Cayman Islands, Brazil, Mexico, Canada, the United Kingdom, and internationally. The company operates in three segments: Ag Services and Oilseeds, Carbohydrate Solutions, and Nutrition. It originates, merchandises, stores, and transports agricultural raw materials, such as oilseeds and soft seeds. The company also engages in the agricultural commodity and feed product import, export, and distribution; and structured trade finance activities. In addition, it offers vegetable oils and protein meals; ingredients for the food, feed, energy, and industrial customers; crude vegetable oils, salad oils, margarine, shortening, and other food products; and partially refined oils to produce biodiesel and glycols for use in chemicals, paints, and other industrial products. Further, the company provides peanuts, peanut-derived ingredients, and cotton cellulose pulp; sweeteners, corn and wheat starches, syrup, glucose, wheat flour, and dextrose; alcohol and other food and animal feed ingredients; ethyl alcohol and ethanol; corn gluten feed and meal; distillers' grains; and citric acids. Additionally, the company provides natural flavors, flavor systems, natural colors, proteins, emulsifiers, soluble fiber, polyols, hydrocolloids, probiotics, prebiotics, enzymes, and botanical extracts; and other specialty food and feed ingredients; edible beans; formula feeds, and animal health and nutrition products; and contract and private label pet treats and foods. It also offers futures commission merchant; commodity brokerage services; cash margins and securities pledged to commodity exchange clearinghouses; and cash pledged as security under certain insurance arrangements. The company was founded in 1902 and is headquartered in Chicago, Illinois.",Consumer Defensive,Farm Products,0.05%
3402,N/A,N/A,N/A,N/A,N/A
2897,N/A,N/A,N/A,N/A,N/A
6645,N/A,N/A,N/A,N/A,N/A
11,N/A,N/A,N/A,N/A,N/A
TEP,N/A,N/A,N/A,N/A,N/A
5201,N/A,N/A,N/A,N/A,N/A
ORSTED,N/A,N/A,N/A,N/A,N/A
F34,N/A,N/A,N/A,N/A,N/A
TEN,N/A,N/A,N/A,N/A,N/A
9042,N/A,N/A,N/A,N/A,N/A
CRDA,N/A,N/A,N/A,N/A,N/A
4689,N/A,N/A,N/A,N/A,N/A
6869,N/A,N/A,N/A,N/A,N/A
MB,N/A,N/A,N/A,N/A,N/A
WTB,N/A,N/A,N/A,N/A,N/A
STERV,N/A,N/A,N/A,N/A,N/A
SOLB,N/A,N/A,N/A,N/A,N/A
BRBY,N/A,N/A,N/A,N/A,N/A
HEIO,N/A,N/A,N/A,N/A,N/A
0MR6,N/A,N/A,N/A,N/A,N/A
SPX,N/A,N/A,N/A,N/A,N/A
FBK,FB Financial Corporation,"FB Financial Corporation operates as a bank holding company for FirstBank that provides a suite of commercial and consumer banking services to businesses, professionals, and individuals. The company operates in segments, such as Banking and Mortgage. It offers checking, demand, money market, and savings accounts; deposit and lending products and services to corporate, commercial, and consumer customers; and time deposits and certificates of deposits, as well as residential mortgage loans. The company also provides owner-occupied and non-owner-occupied real estate commercial, residential real estate 1-4 family mortgage, multi-family residential, commercial and industrial, construction, land acquisition, residential lines of credit, and land development loans; and consumer and other loans, such as car, boat, and other recreational vehicle loans, as well as manufactured homes without real estate and personal lines of credit. In addition, the company offers mortgage banking services through its bank branch network and mortgage banking offices in the southeastern United States; direct-to-consumer internet delivery channel; and trust, insurance, and investment services, as well as online and mobile banking services. The company operates full-service bank branches and limited-service branches locations throughout Tennessee, Nashville, Chattanooga, Knoxville, Memphis, Jackson, Birmingham, Florence, Huntsville, Alabama, Bowling Green, and Kentucky; and mortgage offices throughout the southeastern United States. The company was formerly known as First South Bancorp, Inc. and changed its name to FB Financial Corporation in 2016. FB Financial Corporation was founded in 1906 and is headquartered in Nashville, Tennessee.",Financial Services,Banks - Regional,0.05%
1812,N/A,N/A,N/A,N/A,N/A
9532,N/A,N/A,N/A,N/A,N/A
AUTO,N/A,N/A,N/A,N/A,N/A
6479,N/A,N/A,N/A,N/A,N/A
5713,N/A,N/A,N/A,N/A,N/A
MOWI,N/A,N/A,N/A,N/A,N/A
ITRK,N/A,N/A,N/A,N/A,N/A
GBLB,N/A,N/A,N/A,N/A,N/A
VER,N/A,N/A,N/A,N/A,N/A
2267,N/A,N/A,N/A,N/A,N/A
RO,N/A,N/A,N/A,N/A,N/A
FPH,"Five Point Holdings, LLC","Five Point Holdings, LLC, through its subsidiary, Five Point Operating Company, LP, owns and develops mixed-use and planned communities in Orange County, Los Angeles County, and San Francisco County. The company operates in four segments: Valencia, San Francisco, Great Park, and Commercial. It sells residential and commercial land sites to homebuilders, commercial developers, and commercial buyers; operates and owns a commercial office, research and development and medical campus, and other properties; and provides development and property management services. The company was formerly known as Newhall Holding Company, LLC and changed its name to Five Point Holdings, LLC in May 2016. Five Point Holdings, LLC was incorporated in 2009 and is headquartered in Irvine, California.",Real Estate,Real Estate - Development,0.05%
4612,N/A,N/A,N/A,N/A,N/A
7911,N/A,N/A,N/A,N/A,N/A
CON,N/A,N/A,N/A,N/A,N/A
9005,N/A,N/A,N/A,N/A,N/A
3,N/A,N/A,N/A,N/A,N/A
NHY,N/A,N/A,N/A,N/A,N/A
UHR,N/A,N/A,N/A,N/A,N/A
WTC,N/A,N/A,N/A,N/A,N/A
SRT3,N/A,N/A,N/A,N/A,N/A
ENT,N/A,N/A,N/A,N/A,N/A
9613,N/A,N/A,N/A,N/A,N/A
2413,N/A,N/A,N/A,N/A,N/A
PAH3,N/A,N/A,N/A,N/A,N/A
7202,N/A,N/A,N/A,N/A,N/A
ACS,N/A,N/A,N/A,N/A,N/A
EQT,EQT Corporation,"EQT Corporation operates as a natural gas production company in the United States. As of December 31, 2022, it had 25.0 trillion cubic feet of proved natural gas, natural gas liquids, and crude oil reserves across approximately 2.0 million gross acres, including 1.8 million gross acres in the Marcellus play. The company was founded in 1878 and is headquartered in Pittsburgh, Pennsylvania.",Energy,Oil & Gas E&P,0.05%
ASX,"ASE Technology Holding Co., Ltd.","ASE Technology Holding Co., Ltd., together with its subsidiaries, provides semiconductors packaging and testing, and electronic manufacturing services in the United States, Taiwan, Asia, Europe, and internationally. It develops, constructs, sells, leases, and manages real estate properties; produces substrates; offers information software, equipment leasing, investment advisory, and warehousing management services; processes and sells computer and communication peripherals, electronic components, telecommunications equipment, and motherboards; and imports and exports goods and technology. ASE Technology Holding Co., Ltd. was founded in 1984 and is headquartered in Kaohsiung, Taiwan.",Technology,Semiconductors,0.05%
EN,N/A,N/A,N/A,N/A,N/A
7701,N/A,N/A,N/A,N/A,N/A
A17U,N/A,N/A,N/A,N/A,N/A
TRYG,N/A,N/A,N/A,N/A,N/A
9009,N/A,N/A,N/A,N/A,N/A
6586,N/A,N/A,N/A,N/A,N/A
SMIN,N/A,N/A,N/A,N/A,N/A
FGR,N/A,N/A,N/A,N/A,N/A
BOL,N/A,N/A,N/A,N/A,N/A
1878,N/A,N/A,N/A,N/A,N/A
0Q99,N/A,N/A,N/A,N/A,N/A
ERF,Enerplus Corporation,"Enerplus Corporation, together with subsidiaries, acquires, develops, and explores crude oil and natural gas in the United States. Its oil and natural gas properties are located primarily in North Dakota, Colorado, and Pennsylvania. Enerplus Corporation was founded in 1986 and is headquartered in Calgary, Canada.",Energy,Oil & Gas E&P,0.05%
4324,N/A,N/A,N/A,N/A,N/A
AGN,N/A,N/A,N/A,N/A,N/A
RAND,Rand Capital Corporation,"Rand Capital Corporation is a business development company specializing in subordinated debt with warrants or preferred equity and venture capital investments. Within private equity, the firm specializing in capital growth and lower middle market investments. Within venture capital, it specializing in early to late-stage private businesses. The firm does not prefer to invest in real estate sector. It prefers to invest in software, professional services, manufacturing, consumer, healthcare, automotive and public d stocks. The firm prefers to invest in East or Midwest U.S. operations sectors. It typically invests between $0.75 million and $5 million with initial target size of $1.5 million. The firm seeks to invest in companies having more than $2 million in revenue or having up to $5 million in EBITDA. The firm prefers to be a minority stake and seeks to take a Board seat in its portfolio companies. It typically holds its investments for a period up to five years.",Financial Services,Asset Management,0.05%
8951,N/A,N/A,N/A,N/A,N/A
7912,N/A,N/A,N/A,N/A,N/A
9143,N/A,N/A,N/A,N/A,N/A
ELISA,N/A,N/A,N/A,N/A,N/A
4062,N/A,N/A,N/A,N/A,N/A
MAERSKB,N/A,N/A,N/A,N/A,N/A
BVI,N/A,N/A,N/A,N/A,N/A
7261,N/A,N/A,N/A,N/A,N/A
6,N/A,N/A,N/A,N/A,N/A
C38U,N/A,N/A,N/A,N/A,N/A
BALN,N/A,N/A,N/A,N/A,N/A
APA,APA Corporation,"APA Corporation, through its subsidiaries, explores for, develops, and produces natural gas, crude oil, and natural gas liquids. It has operations in the United States, Egypt, and the United Kingdom, as well as has exploration activities offshore Suriname. The company also operates gathering, compression, processing, and transmission assets in West Texas, as well as holds ownership in four Permian Basin long-haul pipeline. APA Corporation was founded in 1954 and is based in Houston, Texas.",Energy,Oil & Gas E&P,0.04%
GALP,N/A,N/A,N/A,N/A,N/A
7259,N/A,N/A,N/A,N/A,N/A
METSO,N/A,N/A,N/A,N/A,N/A
6383,N/A,N/A,N/A,N/A,N/A
JMT,N/A,N/A,N/A,N/A,N/A
HEN,N/A,N/A,N/A,N/A,N/A
TLC,N/A,N/A,N/A,N/A,N/A
0G8C,N/A,N/A,N/A,N/A,N/A
4704,N/A,N/A,N/A,N/A,N/A
MIN,MFS Intermediate Income Trust,"MFS Intermediate Income Trust is a closed ended fixed income mutual fund launched and managed by Massachusetts Financial Services Company. The fund invests in fixed income markets across the globe. It primarily invests in debt instruments. The fund seeks to benchmarks the performance of its portfolio against the Barclays Intermediate U.S. Government/Credit and MFS Intermediate Income Trust Blended Index. MFS Intermediate Income Trust was formed on March 17, 1988 and is domiciled in the United States.",Financial Services,Asset Management,0.04%
LDO,N/A,N/A,N/A,N/A,N/A
1928,N/A,N/A,N/A,N/A,N/A
RED,N/A,N/A,N/A,N/A,N/A
OMV,N/A,N/A,N/A,N/A,N/A
1801,N/A,N/A,N/A,N/A,N/A
BN4,N/A,N/A,N/A,N/A,N/A
RHC,N/A,N/A,N/A,N/A,N/A
8593,N/A,N/A,N/A,N/A,N/A
PLS,N/A,N/A,N/A,N/A,N/A
3088,N/A,N/A,N/A,N/A,N/A
SKFB,N/A,N/A,N/A,N/A,N/A
ELE,N/A,N/A,N/A,N/A,N/A
PZU,N/A,N/A,N/A,N/A,N/A
1802,N/A,N/A,N/A,N/A,N/A
7936,N/A,N/A,N/A,N/A,N/A
C6L,N/A,N/A,N/A,N/A,N/A
MPL,N/A,N/A,N/A,N/A,N/A
TRELB,N/A,N/A,N/A,N/A,N/A
DSCT,N/A,N/A,N/A,N/A,N/A
2269,N/A,N/A,N/A,N/A,N/A
6504,N/A,N/A,N/A,N/A,N/A
CPR,N/A,N/A,N/A,N/A,N/A
NEXI,"NexImmune, Inc.","NexImmune, Inc., a clinical-stage biotechnology company, engages in developing therapies with curative potential for patients with cancer and other life-threatening immune-mediated diseases. It develops approaches to T cell immunotherapies based on its proprietary Artificial Immune Modulation, a nanoparticle technology platform. The company's product candidates include NEXI-001, an allogeneic cell therapy, which is in Phase I/II clinical trials for the treatment of patients with acute myeloid leukemia; NEXI-002, an autologous cell therapy that is in Phase I/II clinical trials for the treatment of patients with relapsed and/or refractory in multiple myeloma; and NEXI-003, a candidate targeted against HPV-associated malignancies, which is in preclinical stage. The company was incorporated in 2011 and is headquartered in Gaithersburg, Maryland.",Healthcare,Biotechnology,0.04%
BKG,N/A,N/A,N/A,N/A,N/A
6963,N/A,N/A,N/A,N/A,N/A
BME,BlackRock Health Sciences Trust,"BlackRock Health Sciences Trust is a closed-ended equity mutual fund launched by BlackRock, Inc. The fund is managed by BlackRock Advisors, LLC. It invests in the public equity markets of the United States. The fund seeks to invest in stocks of companies operating in the health sciences and related sectors, which include businesses involved in researching, developing, producing, distributing or delivering medical, dental, optical, pharmaceutical or biotechnology products, supplies, equipment, or services. It also invests through equity derivatives, with an emphasis on option writing. The fund benchmarks the performance of its portfolio against the Russell 3000 Healthcare Index. BlackRock Health Sciences Trust was formed on March 31, 2005 and is domiciled in the United States.",Financial Services,Asset Management,0.04%
4021,N/A,N/A,N/A,N/A,N/A
AIA,N/A,N/A,N/A,N/A,N/A
WRT1V,N/A,N/A,N/A,N/A,N/A
MNG,N/A,N/A,N/A,N/A,N/A
6965,N/A,N/A,N/A,N/A,N/A
PUM,N/A,N/A,N/A,N/A,N/A
S68,N/A,N/A,N/A,N/A,N/A
4204,N/A,N/A,N/A,N/A,N/A
DHER,N/A,N/A,N/A,N/A,N/A
SBRY,N/A,N/A,N/A,N/A,N/A
SGP,N/A,N/A,N/A,N/A,N/A
G1A,N/A,N/A,N/A,N/A,N/A
BSL,Blackstone Senior Floating Rate 2027 Term Fund,"Blackstone Senior Floating Rate 2027 Term Fund is a closed-ended fixed income mutual fund launched by The Blackstone Group L.P. It is managed by GSO / Blackstone Debt Funds Management LLC. The fund invests in the fixed income markets of the United States. It seeks to invest in stocks of companies operating across diversified sectors. The fund primarily invests in senior secured, floating rate loans that are issued by corporations, partnerships, and other business entities. It seeks to invest in securities that are rated below investment grade. The fund invests in securities across the maturity spectrum, while maintaining an average duration of less than one year. It employs fundamental analysis using a research-driven credit analysis approach while focusing on factors like companies which offer attractive risk / return characteristics to create its portfolio. The fund benchmarks the performance of its portfolio against the S&P/LSTA Leveraged Loan Index. Blackstone Senior Floating Rate 2027 Term Fund was formed on March 4, 2010 and is domiciled in the United States.",Financial Services,Asset Management,0.04%
FORTUM,N/A,N/A,N/A,N/A,N/A
DCC,N/A,N/A,N/A,N/A,N/A
66,N/A,N/A,N/A,N/A,N/A
WEIR,N/A,N/A,N/A,N/A,N/A
9064,N/A,N/A,N/A,N/A,N/A
