Symbol,Company,Description,Sector,Industry
INSW,"International Seaways, Inc.","International Seaways, Inc. owns and operates a fleet of oceangoing vessels for the transportation of crude oil and petroleum products in the international flag trade. It operates in two segments: Crude Tankers and Product Carriers. It serves independent and state-owned oil companies, oil traders, refinery operators, and international government entities. The company was formerly known as OSG International, Inc. and changed its name to International Seaways, Inc. in October 2016. International Seaways, Inc. was incorporated in 1999 and is headquartered in New York, New York.",Energy,Oil & Gas Midstream
MQ,"Marqeta, Inc.","Marqeta, Inc. operates a cloud-based open application programming interface platform that delivers card issuing and transaction processing services to developers, technical product managers, and visionary entrepreneurs. It offers its solutions in various verticals, including commerce disruptors, financial technology, embedded finance solutions, and large financial institution. Marqeta, Inc. was incorporated in 2010 and is headquartered in Oakland, California.",Technology,Software - Infrastructure
TW,Tradeweb Markets Inc.,"Tradeweb Markets Inc. builds and operates electronic marketplaces in the Americas, Europe, the Middle East, Africa, Asia Pacific, and internationally. The company's marketplaces facilitate trading in a range of asset classes, including rates, credit, money markets, and equities. It offers pre-trade data and analytics, trade execution, and trade processing, as well as post-trade data, analytics, and reporting services. The company provides flexible order and trading systems to institutional investors. It also offers a range of electronic, voice, and hybrid platforms to dealers and financial institutions on electronic or hybrid markets with Dealerweb platform; and trading solutions for financial advisory firms and traders with Tradeweb Direct platform. The company serves in the institutional, wholesale, and retail client sectors. Its customers include asset managers, hedge funds, insurance companies, central banks, banks and dealers, proprietary trading firms, retail brokerage and financial advisory firms, and regional dealers. The company was founded in 1996 and is headquartered in New York, New York. Tradeweb Markets Inc. operates a subsidiary of Refinitiv Parent Limited.",Financial Services,Capital Markets
SAM,"The Boston Beer Company, Inc.","The Boston Beer Company, Inc. engages in the production and sale of alcohol beverages primarily in the United States. The company's flagship beer is Samuel Adams Boston Lager. It offers various beers, hard ciders, flavored malt beverages, and hard seltzers under the Samuel Adams, Twisted Tea, Truly Hard Seltzer, Angry Orchard, Dogfish Head, Angel City, Coney Island, and Havana Lager brand names. The company markets and sells its products to a network of approximately 400 wholesalers in the United States, as well as international wholesalers, importers, or other agencies that in turn sell to retailers, such as grocery stores, club stores, convenience stores, liquor stores, bars, restaurants, stadiums, and other retail outlets. The Boston Beer Company, Inc. also sells its products in Canada, Europe, Israel, Australia, New Zealand, the Caribbean, the Pacific Rim, Mexico, and Central and South America. The Boston Beer Company, Inc. was founded in 1984 and is based in Boston, Massachusetts.",Consumer Defensive,Beverages - Brewers
ZI,ZoomInfo Technologies Inc.,"ZoomInfo Technologies Inc., through its subsidiaries, provides go-to-market intelligence and engagement platform for sales and marketing teams in the United States and internationally. The company's cloud-based platform provides information on organizations and professionals to help users identify target customers and decision makers, obtain continually updated predictive lead and company scoring, monitor buying signals and other attributes of target companies, craft messages, engage through automated sales tools, and track progress through the deal cycle. It serves enterprises, mid-market companies, and down to small businesses that operate in various industry verticals, including software, business services, manufacturing, telecommunications, financial services, retail, media and internet, transportation, education, hospitality, and real estate. ZoomInfo Technologies Inc. was founded in 2007 and is headquartered in Vancouver, Washington.",Technology,Software - Application
KN,Knowles Corporation,"Knowles Corporation offers micro-acoustic microphones and balanced armature speakers, audio solutions, high performance capacitors, and radio frequency products for the consumer electronics, medtech, defense, electric vehicle, industrial, and communications markets. It operates through three segments: Precision Devices (PD); Medtech & Specialty Audio (MSA); and Consumer MEMS Microphones (CMM). The PD segment is involved in the design and delivery of high-performance capacitor products, electromagnetic interference filters, and RF filtering solutions that are used in applications, such as defense, medtech, and electric vehicle, as well as for communications applications. The MSA segment designs and manufactures microphones and balanced armature speakers used in applications that serve the audio, hearing health, and True Wireless Stereo markets. The CMM segment designs and manufactures micro-electro-mechanical systems (MEMS) microphones and audio solutions used in applications that serves the ear, Internet of Things, computing, and smartphones markets. The company sells its products directly to original equipment manufacturers and to their contract manufacturers and suppliers, as well as through sales representatives and distributors. It has operations in Asia, the United States, Europe, other Americas, and internationally. Knowles Corporation was founded in 1946 and is headquartered in Itasca, Illinois.",Technology,Communication Equipment
BBWI,"Bath & Body Works, Inc.","Bath & Body Works, Inc. operates a specialty retailer of home fragrance, body care, and soaps and sanitizer products. It sells its products under the Bath & Body Works, White Barn, and other brand names through retail stores and e-commerce sites located in the United States and Canada, as well as through international stores operated by partners under franchise, license, and wholesale arrangements. The company was formerly known as L Brands, Inc. and changed its name to Bath & Body Works, Inc. in August 2021. Bath & Body Works, Inc. was founded in 1963 and is headquartered in Columbus, Ohio.",Consumer Cyclical,Specialty Retail
VMW,"VMware, Inc.","VMware, Inc. provides software solutions in the areas of modern applications, cloud management and infrastructure, networking, security, and workspaces in the United States and internationally. It offers VMware multi-cloud solutions, including VMware vSphere, a data center infrastructure that provides the fundamental compute layer; and vSAN and VxRail, which offers holistic data storage and protection options to applications running on vSphere; as well as VMware Cloud Foundation, a cloud platform that combines its vSphere, vSAN, and NSX with VMware Aria Cloud Management into an integrated stack that delivers ready cloud infrastructure for private and public clouds. The company also provides networking solutions, such as VMware NSX, NSX Distributed and Gateway Firewalls, NSX Network Detection and Response Engine, NSX Advanced Load Balancer, Tanzu Service Mesh, HCX, and VMware SASE; security solutions consisting of VMware Carbon Black Endpoint, Workload, and Container; and anywhere workspace solutions comprising Workspace ONE Unified Endpoint Management, Access, Intelligent Hub, Horizon, Mobile Threat Defence, and Digital Employee Experience Management. In addition, it offers application modernization solutions, such as Tanzu Application and Operations Platform, Tanzu Application Service, Tanzu Data Suite, and Tanzu Labs; and cloud management solutions, including VMware Aria Cloud Management, VMware Aria Suite, VMware Aria Universal Suite, and vCloud Suite. The company sells its products through distributors, resellers, system vendors, systems integrators, and contractors. VMware, Inc. has a strategic alliance with Amazon Web Services to build and deliver an integrated hybrid solution. VMware, Inc. was incorporated in 1998 and is headquartered in Palo Alto, California.",Technology,Software - Infrastructure
AVNT,Avient Corporation,"Avient Corporation operates as a formulator of material solutions in the United States, Canada, Mexico, Europe, South America, and Asia. It operates in two segments, Color, Additives and Inks; and Specialty Engineered Materials. The Color, Additives and Inks segment offers specialized color and additive concentrates in solid and liquid form for thermoplastics; dispersions for thermosets; and specialty inks. Its products are used in various markets, including medical, pharmaceutical devices, food packaging, personal care, cosmetics, transportation, building products, recreational, athletic apparel, construction, filtration, outdoor furniture, healthcare, wire, and cable. The Specialty Engineered Materials segment provides specialty polymer formulations, services, and solutions for designers, assemblers, and processors of thermoplastic materials; and long glass and carbon fiber technology to thermoset and thermoplastic composites. The company sells its products through direct sales personnel, distributors, and commissioned sales agents. The company was formerly known as PolyOne Corporation and changed its name to Avient Corporation in June 2020. Avient Corporation was founded in 1885 and is headquartered in Avon Lake, Ohio.",Basic Materials,Specialty Chemicals
WD,"Walker & Dunlop, Inc.","Walker & Dunlop, Inc., through its subsidiaries, originates, sells, and services a range of multifamily and other commercial real estate financing products and services for owners and developers of real estate in the United States. The company offers first mortgage, second trust, supplemental, construction, mezzanine, preferred equity, and small-balance loans. It also provides finance for multifamily, manufactured housing communities, student housing, affordable housing, and senior housing properties under the Fannie Mae's DUS program; and construction and permanent loans to developers and owners of multifamily housing, affordable housing, senior housing, and healthcare facilities. In addition, the company acts as a debt broker to work with life insurance companies, banks, and other institutional lenders to find debt and/or equity solution for the borrowers' needs; and offers property sales brokerage services to owners and developers of multifamily properties, and commercial real estate and multifamily property appraisals for various investors. Further, it provides appraisal and valuation services; and real estate-related investment banking and advisory services, including housing market research. Additionally, the company offers servicing and asset-managing the portfolio of loans; originates loans through its principal lending and investing activities; and manages third-party capital invested in tax credit equity funds focused on the affordable housing and other commercial real estate sectors. Walker & Dunlop, Inc. was founded in 1937 and is headquartered in Bethesda, Maryland.",Financial Services,Mortgage Finance
PYCR,"Paycor HCM, Inc.","Paycor HCM, Inc., together with its subsidiaries, provides software-as-a-service (SaaS) human capital management (HCM) solutions for small and medium-sized businesses (SMBs) primarily in the United States. It offers cloud-native platform to address the comprehensive people management needs of SMB leaders. The company's SaaS based people management products include Cor HCM, a complete suite of HCM tools spanning HR, onboarding, payroll, compensation management, employee surveys, expenses, and reporting and analytics; Workforce Management, a solution with flexible time entry, overtime calculations, and scheduling capabilities with real-time payroll synchronization; Benefits Administration, a decision support solution to help leaders to streamline and optimize company's benefits administration; and Talent Management, an integrated compensation and performance management solution. It serves manufacturing, healthcare, restaurant, retail, professional services, nonprofit, and education industries through its direct sales teams. Paycor HCM, Inc. was founded in 1990 and is headquartered in Cincinnati, Ohio.",Technology,Software - Application
EVRG,"Evergy, Inc.","Evergy, Inc., together with its subsidiaries, engages in the generation, transmission, distribution, and sale of electricity in Kansas and Missouri, the United States. The company generates electricity through coal, hydroelectric, landfill gas, uranium, and natural gas and oil sources, as well as solar, wind, other renewable sources. It serves residences, commercial firms, industrials, municipalities, and other electric utilities. The company was incorporated in 2017 and is headquartered in Kansas City, Missouri.",Utilities,Utilities - Regulated Electric
DLB,"Dolby Laboratories, Inc.","Dolby Laboratories, Inc. creates audio and imaging technologies that transform entertainment and communications at the cinema, DTV transmissions and devices, mobile devices, OTT video and music services, and home entertainment devices. The company develops and licenses its audio technologies, such as AAC & HE-AAC, a digital audio codec solution used for a range of media applications; AVC, a digital video codec with high bandwidth efficiency used in various media devices; Dolby AC-4, a digital audio coding technology that delivers new audio experiences to a range of playback devices; and Dolby Atmos technology for cinema and various media devices. Its audio technologies also include DD, a digital audio coding technology that provides multichannel sound to applications; DD+, a digital audio coding technology that offers audio transmission for a range of media applications and devices; Dolby TrueHD, a digital audio coding technology providing encoding for media application; Dolby Vision, an imaging technology for cinema and media devices; Dolby Voice, an audio communications technology that emulates the in-person meeting experience; and HEVC, a digital video codec with high bandwidth efficiency for media devices. In addition, the company offers digital cinema servers, cinema processors, amplifiers, loudspeakers, and audio and imaging hardware and software products for the cinema, television, broadcast, communication, and entertainment industries. Further, it provides 3-D glasses and kits; and various services to support theatrical and television production for cinema exhibition, broadcast, and home entertainment. The company serves film studios, content creators, post-production facilities, cinema operators, broadcasters, and video game designers. It sells its products directly to the end users, as well as through dealers and distributors worldwide. Dolby Laboratories, Inc. was founded in 1965 and is headquartered in San Francisco, California.",Industrials,Specialty Business Services
CVI,"CVR Energy, Inc.","CVR Energy, Inc., together with its subsidiaries, engages in the petroleum refining and nitrogen fertilizer manufacturing activities in the United States. It operates in two segments, Petroleum and Nitrogen Fertilizer. The Petroleum segment refines and markets gasoline, diesel fuel, and other refined products. It also owns and operates a coking medium-sour crude oil refinery in southeast Kansas; and a crude oil refinery in Wynnewood, Oklahoma, as well as supporting logistics assets. This segment primarily serves retailers, railroads, farm co-operatives, and other refiners/marketers. The Nitrogen Fertilizer segment owns and operates a nitrogen fertilizer plant in North America that utilizes a pet coke gasification process to produce nitrogen fertilizer products; and a nitrogen fertilizer facility in East Dubuque, Illinois that produces nitrogen fertilizers in the form of ammonia and urea ammonium nitrate (UAN). It primarily markets UAN products to agricultural customers; and ammonia products to agricultural and industrial customers. The company was founded in 1906 and is based in Sugar Land, Texas. CVR Energy, Inc. is a subsidiary of Icahn Enterprises L.P.",Energy,Oil & Gas Refining & Marketing
CCS,"Century Communities, Inc.","Century Communities, Inc., together with its subsidiaries, engages in the design, development, construction, marketing, and sale of single-family attached and detached homes. It is also involved in the entitlement and development of the underlying land; and provision of mortgage, title, and insurance services to its homebuyers. The company offers homes under the Century Communities and Century Complete brands. It sells homes through its sales representatives, retail studios, and internet, as well as through independent real estate brokers in 18 states in the United States. Century Communities, Inc. was founded in 2002 and is headquartered in Greenwood Village, Colorado.",Consumer Cyclical,Residential Construction
KTB,"Kontoor Brands, Inc.","Kontoor Brands, Inc., a lifestyle apparel company, designs, produces, procures, markets, distributes, and licenses denim, apparel, footwear, and accessories, primarily under the Wrangler and Lee brands. It licenses and sells apparel under the Rock & Republic brad name. The company sells its products primarily through mass merchants, specialty stores, mid-tier and traditional department stores, company-operated stores, and online. It operates in the Americas, Europe, the Middle East, Africa, and the Asia-Pacific regions. Kontoor Brands, Inc. was incorporated in 2018 and is headquartered in Greensboro, North Carolina.",Consumer Cyclical,Apparel Manufacturing
FHI,"Federated Hermes, Inc.","Federated Hermes, Inc. is a publicly owned investment manager. Through its subsidiaries, the firm provides its services to individuals, including high net worth individuals, banking or thrift institutions, investment companies, pension and profit sharing plans, pooled investment vehicles, charitable organizations, state or municipal government entities, and registered investment advisors. Through its subsidiaries, it manages separate client-focused equity, fixed income, balanced and money market mutual funds along with separate client-focused equity, fixed income, money market, and balanced portfolios. Through its subsidiaries, the firm invests in the public equity and fixed income markets across the globe. It invests in growth and value stocks of small-cap, mid-cap, and large-cap companies. The firm makes its fixed income investments in ultra-short, short-term, and intermediate-term mortgage-backed, U.S. Government, U.S. corporate, high yield, and municipal securities. It employs both fundamental and quantitative analysis to make its equity investments. Federated Hermes, Inc. was founded in 1955 and is based in Pittsburgh, Pennsylvania with additional offices in New York City and London, United Kingdom.",Financial Services,Asset Management
NCNO,"nCino, Inc.","nCino, Inc., a software-as-a-service company, provides cloud-based software applications to financial institutions in the United States and internationally. Its nCino Bank Operating System, a secure cloud-based solution, which empowers bank employees and leaders with true insight into the bank through an end-to-end platform that spans business lines and combines customer relationship management, customer onboarding, account opening, loan origination, deposit accounts, workflow, credit analysis, enterprise content management, and instant reporting capabilities. The company's nCino IQ, an application suite that utilizes data analytics and artificial intelligence and machine learning to provide its customers with automation and insights into their operations, such as tools for analyzing, measuring, and managing credit risk, as well as to enhance their ability to comply with regulatory requirements. It also offers SimpleNexus, a suite of products that enables loan officers, borrowers, real estate agents, settlement agents, and others to engage in the homeownership process from internet-enabled device. The company serves financial institution customers, including global financial institutions, enterprise banks, regional banks, community banks, credit unions, new market entrants, and independent mortgage banks through sales team comprising business development representatives, account executives, field sales engineers, and customer success managers. nCino, Inc. was incorporated in 2011 and is headquartered in Wilmington, North Carolina.",Technology,Software - Application
OGE,OGE Energy Corp.,"OGE Energy Corp., together with its subsidiaries, operates as an energy and energy services provider that offers physical delivery and related services in the United States. It operates through Electric Company Operations and Natural Gas Midstream segments. The company generates, transmits, distributes, and sells electric energy. In addition, it provides retail electric service to approximately 889,000 customers, which covers a service area of approximately 30,000 square miles in Oklahoma and western Arkansas; and owns and operates coal-fired, natural gas-fired, wind-powered, and solar-powered generating assets. OGE Energy Corp. was founded in 1902 and is headquartered in Oklahoma City, Oklahoma.",Utilities,Utilities - Regulated Electric
BOX,"Box, Inc.","Box, Inc. provides a cloud content management platform that enables organizations of various sizes to manage and share their content from anywhere on any device. The company's Software-as-a-Service platform enables users to collaborate on content internally and with external parties, automate content-driven business processes, develop custom applications, and implement data protection, security, and compliance features to comply with legal and regulatory requirements, internal policies, and industry standards and regulations. It also offers web, mobile, and desktop applications for cloud content management on a platform for developing custom applications, as well as industry-specific capabilities. As of January 31, 2023, the company had approximately 100,000 paying organizations, and its solution was offered in 25 languages. It serves financial services, health care, government, and legal services industries in the United States and internationally. The company was formerly known as Box.net, Inc. and changed its name to Box, Inc. in November 2011. Box, Inc. was incorporated in 2005 and is headquartered in San Francisco Bay Area, California.",Technology,Software - Infrastructure
OII,"Oceaneering International, Inc.","Oceaneering International, Inc. provides engineered services and products, and robotic solutions to the offshore energy, defense, aerospace, manufacturing, and entertainment industries worldwide. The company's Subsea Robotics segment provides remotely operated vehicles (ROVs) for drill support and vessel-based services, including subsea hardware installation, construction, pipeline inspection, survey and facilities inspection, maintenance, and repair. This segment also offers ROV tooling, and survey services, such as hydrographic survey and positioning services, as well as autonomous underwater vehicles for geoscience. Its Manufactured Products segment provides distribution and connection systems, including production control umbilicals and field development hardware, pipeline connection, and repair systems to the energy industry; and autonomous mobile robots technology and entertainment systems to various industries. The company's Offshore Projects Group segment offers subsea installation and intervention, including riserless light well intervention services and inspection, and maintenance and repair services; installation and workover control systems, and ROV workover control systems; diving services; project management and engineering; and drill pipe riser services and systems, and wellhead load relief solutions. Its Integrity Management & Digital Solutions segment provides asset integrity management; software and analytical solutions for the bulk cargo maritime industry; and software, digital, and connectivity solutions for the energy industry. The company's Aerospace and Defense Technologies segment offers government services and products, including engineering and related manufacturing in defense and space exploration activities to U.S. government agencies and their prime contractors. Oceaneering International, Inc. was founded in 1964 and is headquartered in Houston, Texas.",Energy,Oil & Gas Equipment & Services
DT,"Dynatrace, Inc.","Dynatrace, Inc. provides a security platform for multicloud environments. It operates Dynatrace, a security platform, which provides application and microservices monitoring, runtime application security, infrastructure monitoring, log management and analytics, digital experience monitoring, digital business analytics, and cloud automation. Its platform allows its customers to modernize and automate IT operations, develop and release software, and enhance user experiences. The company also offers implementation, consulting, and training services. Dynatrace, Inc. markets its products through a combination of direct sales team and a network of partners, including resellers, system integrators, and managed service providers. It serves customers in various industries comprising banking, insurance, retail, manufacturing, travel, and software. The company operates in North America, Europe, the Middle East, Africa, the Asia Pacific, and Latin America. Dynatrace, Inc. was founded in 2005 and is headquartered in Waltham, Massachusetts.",Technology,Software - Application
AX,"Axos Financial, Inc.","Axos Financial, Inc., together with its subsidiaries, provides consumer and business banking products in the United States. It operates through two segments, Banking Business and Securities Business. The company offers deposits products, including consumer and business checking, demand, savings, time deposit, money market, zero balance, and insured cash sweep accounts. It also provides residential single family, multifamily, and commercial mortgage loans; commercial real estate secured loans; commercial and industrial non-real estate, asset-backed, lines of credit, and term loans; automobile loans; fixed rate unsecured loans; and other loans, such as structure settlements, small business administration consumer loans, and securities-backed loans. In addition, the company offers ACH origination, wire transfer, commercial check printing, business bill pay and account transfer; remote deposit capture, mobile deposit, lockbox, merchant, and online payment portal; concierge banking; mobile and text message banking; and payment services, as well as debit and credit cards, and digital wallets. Further, it provides disclosed clearing services; back-office services, such as record keeping, trade reporting, accounting, general back-office support, securities and margin lending, reorganization assistance, and custody of securities; and financing to brokerage customers. The company was formerly known as BofI Holding, Inc. and changed its name to Axos Financial, Inc. in September 2018. Axos Financial, Inc. was incorporated in 1999 and is based in Las Vegas, Nevada.",Financial Services,Banks - Regional
LANC,Lancaster Colony Corporation,"Lancaster Colony Corporation engages in the manufacturing and marketing of specialty food products for the retail and foodservice channels in the United States. It operates in two segments, Retail and Foodservice. The company offers frozen garlic bread under the New York BRAND Bakery; frozen Parkerhouse style yeast and dinner rolls under the Sister Schubert's brand; salad dressings under the Marzetti, Simply Dressed, Cardini's, and Girard's brands; vegetable and fruit dips under the Marzetti brand; croutons and salad toppings under the New York BRAND Bakery, Chatham Village, and Marzetti brands; and frozen pasta under the Marzetti Frozen Pasta brand. It also manufactures and sells other products to brand license agreements, including Olive Garden dressings, Buffalo Wild Wings sauces, and Chick-fil-A sauces. The company sells its products through sales personnel, food brokers, and distributors to retailers and restaurants. Lancaster Colony Corporation was incorporated in 1961 and is based in Westerville, Ohio.",Consumer Defensive,Packaged Foods
FRPT,"Freshpet, Inc.","Freshpet, Inc. manufactures and markets natural fresh meals and treats for dogs and cats in the United States, Canada, and Europe. The company sells its products under the Freshpet brand; and Dognation and Dog Joy labels through various classes of retail, including grocery, mass, club, pet specialty, and natural, as well as online. Freshpet, Inc. was incorporated in 2004 and is headquartered in Secaucus, New Jersey.",Consumer Defensive,Packaged Foods
SLAB,Silicon Laboratories Inc.,"Silicon Laboratories Inc., a fabless semiconductor company, provides various analog-intensive mixed-signal solutions in the United States, China, Taiwan, and internationally. The company's products include wireless microcontrollers and sensor products. Its products are used in various electronic products in a range of applications for the Internet of Things (IoT), including connected home and security, industrial automation and control, smart metering, smart lighting, commercial building automation, consumer electronics, asset tracking, and medical instrumentation. The company sells its products through its direct sales force, as well as through a network of independent sales representatives and distributors. Silicon Laboratories Inc. was founded in 1996 and is headquartered in Austin, Texas.",Technology,Semiconductors
NWL,Newell Brands Inc.,"Newell Brands Inc. engages in the design, manufacture, sourcing, and distribution of consumer and commercial products worldwide. The company operates in five segments: Commercial Solutions, Home Appliances, Home Solutions, Learning and Development, and Outdoor and Recreation. The Commercial Solutions segment provides commercial cleaning and maintenance solutions; closet and garage organization products; hygiene systems and material handling solutions; and connected home and security products under the Mapa, Quickie, Rubbermaid, Rubbermaid Commercial Products, and Spontex brands. The Home Appliances segment offers kitchen appliances under the Calphalon, Crockpot, Mr. Coffee, Oster, and Sunbeam brands. The Home Solutions segment provides food and home storage; fresh preserving; vacuum sealing; and gourmet cookware, bakeware, cutlery, and home fragrance products under the Ball, Calphalon, Chesapeake Bay Candle, FoodSaver, Rubbermaid, Sistema, WoodWick, and Yankee Candle brands. The Learning and Development segment offers writing instruments, including markers and highlighters, pens, and pencils; art products; activity-based adhesive and cutting products; labeling solutions; and baby gear and infant care products under the Aprica, Baby Jogger, Dymo, Elmer's, EXPO, Graco, Mr. Sketch, NUK, Paper Mate, Parker, Prismacolor, Sharpie, Tigex, Waterman, and X-Acto brands. The Outdoor and Recreation segment provides outdoor and outdoor-related products under the Campingaz, Coleman, Contigo, ExOfficio, and Marmot brands. It serves warehouse clubs, department and drug/grocery stores, mass merchants, home centers, commercial products distributors, specialty retailers, office superstores and supply stores, contract stationers, e-commerce retailers, sporting goods, and travel retailers, as well as direct to consumers online, select contract customers, and other professional customers. Newell Brands Inc. was founded in 1903 and is based in Atlanta, Georgia.",Consumer Defensive,Household & Personal Products
LITE,Lumentum Holdings Inc.,"Lumentum Holdings Inc. manufactures and sells optical and photonic products in the Americas, the Asia-Pacific, Europe, the Middle East, and Africa. The company operates through two segments: Optical Communications (OpComms) and Commercial Lasers (Lasers). The OpComms segment offers components, modules, and subsystems that enable the transmission and transport of video, audio, and data over high-capacity fiber optic cables. It offers tunable transponders, transceivers, and transmitter modules; tunable lasers, receivers, and modulators; transport products, such as reconfigurable optical add/drop multiplexers, amplifiers, and optical channel monitors, as well as components, including 980nm, multi-mode, and Raman pumps; and switches, attenuators, photodetectors, gain flattening filters, isolators, wavelength-division multiplexing filters, arrayed waveguide gratings, multiplex/de-multiplexers, and integrated passive modules. This segment also provides Super Transport Blade, which integrates optical transport functions into a single-slot blade; vertical-cavity surface-emitting lasers; directly modulated and electro-absorption modulated lasers; and laser illumination sources for 3D sensing systems. It serves customers in telecommunications, data communications, and consumer and industrial markets. The Commercial Lasers segment offers diode-pumped solid-state, fiber, diode, direct-diode, and gas lasers, such as argon-ion and helium-neon lasers for use in original equipment manufacturer applications. It serves customers in markets and applications, such as sheet metal processing, general manufacturing, biotechnology, solar cell processing, graphics and imaging, remote sensing, and precision machining. Lumentum Holdings Inc. was incorporated in 2015 and is headquartered in San Jose, California.",Technology,Communication Equipment
SWX,"Southwest Gas Holdings, Inc.","Southwest Gas Holdings, Inc., through its subsidiaries, distributes and transports natural gas in Arizona, Nevada, and California. It operates through Natural Gas Distribution, Utility Infrastructure Services, and Pipeline and Storage segments. The company also provides trenching, installation, and replacement of underground pipes, as well as maintenance services for energy distribution systems. As of December 31, 2022, it had 2,197,000 residential, commercial, industrial, and other natural gas customers. The company was incorporated in 1931 and is headquartered in Las Vegas, Nevada.",Utilities,Utilities—Regulated Gas
IRDM,Iridium Communications Inc.,"Iridium Communications Inc. provides mobile voice and data communications services and products to businesses, the United States and international governments, non-governmental organizations, and consumers worldwide. The company offers postpaid mobile voice and data satellite communications; prepaid mobile voice satellite communications; push-to-talk; broadband data; and Internet of Things (IoT) services. It also provides hosted payload and other data services, such as satellite time and location services; and inbound connections from the public switched telephone network, short message, subscriber identity module, activation, customer reactivation, and other peripheral services. In addition, the company offers voice and data solutions comprising personnel tracking devices; asset tracking devices for equipment, vehicles, and aircrafts; beyond-line-of-sight aircraft communications applications; maritime communications applications; specialized communications solutions for high-value individuals; mobile communications and data devices for the military and intelligence agencies, such as secure satellite handsets, as well as netted voice, messaging, and paging services; and maintenance services for the United States government's dedicated gateway. Further, it provides satellite handsets, voice and data modems, broadband data devices, and IoT data devices; various accessories for its devices that include batteries, holsters, earbud headphones, portable auxiliary antennas, antenna adaptors, USB data cables, charging units, and others; and engineering and support services. Iridium Communications Inc. sells its products and services to commercial end users through a wholesale distribution network that include service providers, and value-added resellers and manufacturers. The company was formerly known as Iridium Holdings LLC and changed its name to Iridium Communications Inc. in September 2009. Iridium Communications Inc. is headquartered in McLean, Virginia.",Communication Services,Telecom Services
TCBI,"Texas Capital Bancshares, Inc.","Texas Capital Bancshares, Inc. operates as the bank holding company for Texas Capital Bank, is a full-service financial services firm that delivers customized solutions to businesses, entrepreneurs, and individual customers. The company offers commercial banking, consumer banking, investment banking, and wealth management services. It offers business deposit products and services, including commercial checking accounts, lockbox accounts, and cash concentration accounts, as well as information, wire transfer initiation, ACH initiation, account transfer, and service integration services; and consumer deposit products, such as checking accounts, savings accounts, money market accounts, and certificates of deposit. The company also provides commercial loans for general corporate purposes comprising financing working capital, internal growth, acquisitions, and business insurance premiums, as well as consumer loans; loans to exploration and production companies; mortgage finance loans; commercial real estate and residential homebuilder finance loans; first and second lien loans for the purpose of purchasing or constructing 1-4 family residential dwellings, as well as home equity revolving lines of credit and loans to purchase lots for future construction of 1-4 family residential dwellings; and real estate loans originated through a small business administration program, as well as equipment finance and leasing services, and letters of credit. In addition, it offers online and mobile banking, and debit and credit card services; escrow services; personal wealth management and trust services; and depositors American Airlines AAdvantage miles. It operates in Austin, Fort Worth, Dallas, Houston, and San Antonio metropolitan areas of Texas. Texas Capital Bancshares, Inc. was incorporated in 1996 and is headquartered in Dallas, Texas.",Financial Services,Banks—Regional
HI,"Hillenbrand, Inc.","Hillenbrand, Inc. operates as a diversified industrial company in the United States and internationally. It operates through three segments: Advanced Process Solutions, Molding Technology Solutions, and Batesville. The Advanced Process Solutions segment designs, engineers, manufactures, markets, and services process and material handling equipment and systems comprising compounding, extrusion, and material handling equipment, as well as offers equipment system design services; and provides screening and separating equipment for various industries, including plastics, food and pharmaceuticals, chemicals, fertilizers, minerals, energy, wastewater treatment, forest products, and other general industrials. The Molding Technology Solutions segment offers injection molding and extrusion equipment; hot runner systems; process control systems; and mold bases and components for various industries, including automotive, consumer goods, medical, packaging, construction, and electronics. The Batesville segment designs, manufactures, distributes, and sells funeral services products and solutions, such as burial caskets, cremation caskets, containers and urns, other personalization and memorialization products, and web-based technology applications. The company was founded in 1906 and is headquartered in Batesville, Indiana.",Industrials,Specialty Industrial Machinery
NAVI,Navient Corporation,"Navient Corporation provides technology-enabled education finance and business processing solutions for education, health care, and government clients in the United States. It operates through three segments: Federal Education Loans, Consumer Lending, and Business Processing. The company owns Federal Family Education Loan Program (FFELP) loans that are insured or guaranteed by state or not-for-profit agencies; and performs servicing and asset recovery services on its own loan portfolio, as well as federal education loans held by other institutions. It also owns, originates, and services refinance and in-school private education loans; and offers business processing solutions, such as omnichannel contact center, workflow processing, and revenue cycle optimization services to federal agencies, state governments, tolling and parking authorities, other public sector clients, as well as hospitals, hospital systems, medical centers, large physician groups, other healthcare providers, and public health departments. In addition, the company provides corporate liquidity portfolio services. Navient Corporation was founded in 1973 and is headquartered in Wilmington, Delaware.",Financial Services,Credit Services
ABCB,Ameris Bancorp,"Ameris Bancorp operates as the bank holding company for Ameris Bank that provides range of banking services to retail and commercial customers primarily in Georgia, Alabama, Florida, North Carolina, and South Carolina. It operates through five segments: Banking Division, Retail Mortgage Division, Warehouse Lending Division, SBA Division, and Premium Finance Division. The company offers commercial and retail checking, regular interest-bearing savings, money market, individual retirement, and certificates of deposit accounts. It also provides commercial real estate, residential real estate mortgage, agricultural, and commercial and industrial loans; consumer loans, including motor vehicle, home improvement, and home equity loans, as well as loans secured by savings accounts and personal credit lines. In addition, the company originates, administers, and services commercial insurance premium loans and small business administration loans. It operates full service domestic banking offices, and mortgage and loan production offices. The company was founded in 1971 and is headquartered in Atlanta, Georgia.",Financial Services,Banks—Regional
