Symbol,Company,Description,Sector,Industry,Weights
ROL,"Rollins, Inc.","Rollins, Inc., through its subsidiaries, provides pest and wildlife control services to residential and commercial customers in the United States and internationally. The company offers pest control services to residential properties protecting from common pests, including rodents, insects, and wildlife. It also provides workplace pest control solutions for customers across various end markets, such as healthcare, foodservice, and logistics. In addition, the company offers termite protection services and ancillary services. It serves clients directly, as well as through franchisee operations. Rollins, Inc. was incorporated in 1948 and is headquartered in Atlanta, Georgia.",Consumer Cyclical,Personal Services,0.22%
LYV,"Live Nation Entertainment, Inc.","Live Nation Entertainment, Inc. operates as a live entertainment company. It operates through Concerts, Ticketing, and Sponsorship & Advertising segments. The Concerts segment promotes live music events in its owned or operated venues, and in rented third-party venues; operates and manages music venues; produces music festivals; creates and streams associated content; and offers management and other services to artists. The Ticketing segment manages the ticketing operations, including the provision of ticketing software and services to clients for tickets and event information through its primary websites livenation.com and ticketmaster.com, as well as through other websites, mobile apps, retail outlets, and call centers; and provides ticket resale services. This segment sells tickets for its events and third-party clients in various live event categories; offers ticketing services for arenas, stadiums, amphitheaters, music clubs, concert promoters, professional sports franchises and leagues, college sports teams, performing arts venues, museums, and theaters. The Sponsorship & Advertising segment sells international, national, and local sponsorships and placement of advertising, including signage and promotional programs; rich media offering that comprise advertising related with live streaming and music-related content; and ads across its distribution network of venues, events, and websites. This segment also manages the development of strategic sponsorship programs, as well as develops, books, and produces custom events or programs for specific brands. It owns, operates, or leases entertainment venues in North America and internationally. The company was formerly known as Live Nation, Inc. and changed its name to Live Nation Entertainment, Inc. in January 2010. Live Nation Entertainment, Inc. was incorporated in 2005 and is headquartered in Beverly Hills, California.",Communication Services,Entertainment,0.22%
HOLX,"Hologic, Inc.","Hologic, Inc. develops, manufactures, and supplies diagnostics products, medical imaging systems, and surgical products for women's health through early detection and treatment in the United States, Europe, the Asia-Pacific, and internationally. It operates through four segments: Diagnostics, Breast Health, GYN Surgical, and Skeletal Health. The company provides Aptima molecular diagnostic assays to detect the infectious microorganisms; Aptima viral load assays for Hepatitis B virus, Hepatitis C virus, human immunodeficiency virus, and human cytomegalovirus; Aptima BV and Aptima CV/TV assays for the diagnosis of vaginitis; Aptima SARS-CoV-2 and Panther Fusion SARS-CoV-2 assays for the detection of SARS-CoV-2; ThinPrep System for use in cytology applications; and Rapid Fetal Fibronectin Test that assists physicians in assessing the risk of pre-term birth. It also offers solutions for breast cancer care primarily in the areas of radiology, breast surgery, pathology, and treatment, such as 2D and 3D digital mammography systems, image analytics software, reading workstations, ultrasound imaging, minimally invasive breast biopsy guidance systems, breast biopsy site markers, localization, specimen radiology, and ultrasound and connectivity solutions, as well as breast conserving surgery products. In addition, the company provides NovaSure Endometrial Ablation System for the treatment of abnormal uterine bleeding; MyoSure Hysteroscopic Tissue Removal System for the removal of fibroids, polyps, and other pathology in the uterus; Fluent Fluid Management System that provides liquid distention during diagnostic and operative hysteroscopic procedures; and the CoolSeal portfolio that includes bipolar vessel sealing devices. Further, it offers Horizon DXA, a dual energy X-ray system; and the Fluoroscan Insight FD mini C-arm to perform minimally invasive orthopedic surgical procedures. The company sells its products through direct sales and service forces, and independent distributors and sales representatives. Hologic, Inc. was incorporated in 1985 and is headquartered in Marlborough, Massachusetts.",Healthcare,Medical Instruments & Supplies,0.22%
OGE,OGE Energy Corp.,"OGE Energy Corp., together with its subsidiaries, operates as an energy and energy services provider that offers physical delivery and related services in the United States. It operates through Electric Company Operations and Natural Gas Midstream segments. The company generates, transmits, distributes, and sells electric energy. In addition, it provides retail electric service to approximately 889,000 customers, which covers a service area of approximately 30,000 square miles in Oklahoma and western Arkansas; and owns and operates coal-fired, natural gas-fired, wind-powered, and solar-powered generating assets. OGE Energy Corp. was founded in 1902 and is headquartered in Oklahoma City, Oklahoma.",Utilities,Utilities—Regulated Electric,0.22%
DLB,"Dolby Laboratories, Inc.","Dolby Laboratories, Inc. creates audio and imaging technologies that transform entertainment and communications at the cinema, DTV transmissions and devices, mobile devices, OTT video and music services, and home entertainment devices. The company develops and licenses its audio technologies, such as AAC & HE-AAC, a digital audio codec solution used for a range of media applications; AVC, a digital video codec with high bandwidth efficiency used in various media devices; Dolby AC-4, a digital audio coding technology that delivers new audio experiences to a range of playback devices; and Dolby Atmos technology for cinema and various media devices. Its audio technologies also include DD, a digital audio coding technology that provides multichannel sound to applications; DD+, a digital audio coding technology that offers audio transmission for a range of media applications and devices; Dolby TrueHD, a digital audio coding technology providing encoding for media application; Dolby Vision, an imaging technology for cinema and media devices; Dolby Voice, an audio communications technology that emulates the in-person meeting experience; and HEVC, a digital video codec with high bandwidth efficiency for media devices. In addition, the company offers digital cinema servers, cinema processors, amplifiers, loudspeakers, and audio and imaging hardware and software products for the cinema, television, broadcast, communication, and entertainment industries. Further, it provides 3-D glasses and kits; and various services to support theatrical and television production for cinema exhibition, broadcast, and home entertainment. The company serves film studios, content creators, post-production facilities, cinema operators, broadcasters, and video game designers. It sells its products directly to the end users, as well as through dealers and distributors worldwide. Dolby Laboratories, Inc. was founded in 1965 and is headquartered in San Francisco, California.",Industrials,Specialty Business Services,0.22%
CF,"CF Industries Holdings, Inc.","CF Industries Holdings, Inc. manufactures and sells hydrogen and nitrogen products for energy, fertilizer, emissions abatement, and other industrial activities worldwide. Its principal products include anhydrous ammonia, granular urea, urea ammonium nitrate, and ammonium nitrate products. The company also offers diesel exhaust fluid, urea liquor, nitric acid, and aqua ammonia products; and compound fertilizer products with nitrogen, phosphorus, and potassium. It primarily serves cooperatives, independent fertilizer distributors, traders, wholesalers, and industrial users. The company was founded in 1946 and is headquartered in Deerfield, Illinois.",Basic Materials,Agricultural Inputs,0.22%
GL,Globe Life Inc.,"Globe Life Inc., through its subsidiaries, provides various life and supplemental health insurance products, and annuities to lower middle to middle income households in the United States. The company operates through four segments: Life Insurance, Supplemental Health Insurance, Annuities, and Investments. It offers whole, term, and other life insurance products; Medicare supplement and supplemental health insurance products, such as critical illness and accident plans; and single-premium and flexible-premium deferred annuities. The company was formerly known as Torchmark Corporation and changed its name to Globe Life Inc. in August 2019. Globe Life Inc. was incorporated in 1979 and is headquartered in McKinney, Texas.",Financial Services,Insurance - Life,0.22%
DASH,"DoorDash, Inc.","DoorDash, Inc. operates a logistics platform that connects merchants, consumers, and dashers in the United States and internationally. It operates DoorDash and Wolt marketplaces, which provides an array of services that enable merchants to solve mission-critical challenges, such as customer acquisition, delivery, insights and analytics, merchandising, payment processing, and customer support; DashPass and Wolt+, a membership products; and offers DoorDash Drive and Wolt Drive, a white-label delivery fulfillment services; DoorDash Storefront that enables merchants to offer consumers on-demand access to e-commerce; and Bbot, which offers merchants digital ordering and payment solutions for in-store and online channels. The company was formerly known as Palo Alto Delivery Inc. and changed its name to DoorDash, Inc. in 2015. DoorDash, Inc. was incorporated in 2013 and is headquartered in San Francisco, California.",Communication Services,Internet Content & Information,0.21%
TER,"Teradyne, Inc.","Teradyne, Inc. designs, develops, manufactures, sells, and supports automatic test equipment worldwide. The company operates through Semiconductor Test, System Test, Industrial Automation, and Wireless Test segments. The Semiconductor Test segment offers products and services for wafer level and device package testing in automotive, industrial, communications, consumer, smartphones, cloud computer and electronic game, and other applications. This segment also provides FLEX test platform systems; J750 test system to address the volume semiconductor devices; Magnum platform that tests memory devices, such as flash memory and DRAM; and ETS platform for semiconductor manufacturers, and assembly and test subcontractors in the analog/mixed signal markets. It serves integrated device manufacturers that integrate the fabrication of silicon wafers into their business; fabless companies that outsource the manufacturing of silicon wafers; foundries; and semiconductor assembly and test providers. The System Test segment offers defense/aerospace test instrumentation and systems; storage test systems; and circuit-board test and inspection systems. The Industrial Automation segment provides collaborative robotic arms, autonomous mobile robots, and advanced robotic control software for manufacturing, logistics, and light industrial customers. The Wireless Test segment provides test solutions for use in the development and manufacture of wireless devices and modules, smartphones, tablets, notebooks, laptops, peripherals, and Internet-of-Things devices under the LitePoint brand name. This segment also offers IQxel products for Wi-Fi and other standards; IQxstream solution for testing GSM, EDGE, CDMA2000, TD-SCDMA, WCDMA, HSPA+, LTE, and 5G technologies; IQcell, a multi-device cellular signaling test solution; IQgig test solution; and turnkey test software for wireless chipsets. Teradyne, Inc. was incorporated in 1960 and is headquartered in North Reading, Massachusetts.",Technology,Semiconductor Equipment & Materials,0.21%
INCY,Incyte Corporation,"Incyte Corporation, a biopharmaceutical company, engages in the discovery, development, and commercialization of therapeutics for hematology/oncology, and inflammation and autoimmunity areas in the United States, Europe, Japan, and internationally. The company offers JAKAFI (ruxolitinib), for the treatment of adults with intermediate or high-risk myelofibrosis; MONJUVI (tafasitamab-cxix)/MINJUVI (tafasitamab), for the treatment of adult patients with relapsed or refractory diffuse large B-cell lymphoma; PEMAZYRE (pemigatinib), a fibroblast growth factor receptor kinase inhibitor that act as oncogenic drivers in various liquid and solid tumor types; and ICLUSIG, a kinase inhibitor to treat chronic myeloid leukemia and philadelphia-chromosome positive acute lymphoblastic leukemia. Its clinical stage products include axatilimab, an anti-CSF-1R monoclonal antibody being developed as a therapy for patients with chronic GVHD as well as in additional immune-mediated diseases; and parsaclisib, a PI3Kd inhibitor which is in Phase II clinical trial for follicular lymphoma, marginal zone lymphoma, and mantel cell lymphoma. It also develops retifanlimab, is in Phase III clinical trials for squamous cell carcinoma of the anal canal and non-small cell lung cancer, and Fast Track designation for the treatment of metastatic MSI-H or DNA mismatch repair (dMMR) endometrial cancer; and INCB99280 and INCB99318 currently under Phase I for the treatment solid tumors. It has collaboration out- license agreements with Novartis, Lilly, Innovent, InnoCare, Maruho, and CMS Aesthetics Limited; and in- license agreements with Agenus, Merus, MacroGenics, Syros, MorphoSys, and Syndax. The company was incorporated in 1991 and is headquartered in Wilmington, Delaware.",Healthcare,Biotechnology,0.21%
IEX,IDEX Corporation,"IDEX Corporation, together with its subsidiaries, provides applied solutions worldwide. The company operates through three segments: Fluid & Metering Technologies (FMT), Health & Science Technologies (HST), and Fire & Safety/Diversified Products (FSDP). The FMT segment designs, produces, and distributes positive displacement pumps, valves, small volume provers, flow meters, injectors, and other fluid-handling pump modules and systems, as well as flow monitoring and other services for the food, chemical, general industrial, water and wastewater, agricultural, and energy industries. The HST segment designs, produces, and distributes precision fluidics, rotary lobe pumps, centrifugal and positive displacement pumps, roll compaction and drying systems, pneumatic components and sealing solutions, high performance molded and extruded sealing components, custom mechanical and shaft seals, engineered hygienic mixers and valves, biocompatible medical devices and implantables, air compressors and blowers, optical components and coatings, laboratory and commercial equipment, precision photonic solutions, and precision gear and peristaltic pump technologies. This segment serves food and beverage, pharmaceutical and biopharmaceutical, cosmetics, marine, chemical, wastewater and water treatment, life sciences, research, and defense markets. The FSDP segment designs, produces, and distributes firefighting pumps, valves and controls, rescue tools, lifting bags, and other components and systems for the fire and rescue industry; engineered stainless steel banding and clamping devices for various industrial and commercial applications; and precision equipment for dispensing, metering, and mixing colorants and paints used in retail and commercial businesses. The company was incorporated in 1987 and is headquartered in Northbrook, Illinois.",Industrials,Specialty Industrial Machinery,0.21%
TDC,Teradata Corporation,"Teradata Corporation, together with its subsidiaries, provides a connected multi-cloud data platform for enterprise analytics. The company offers Teradata Vantage, a data platform that allows companies to leverage their data across an enterprise, as well as connects various sources of data to drive ecosystem simplification and support customers on their journey to the cloud through an integrated migration. Its business consulting services include support services for organizations to establish a data and analytic vision, enable a multi-cloud ecosystem architecture, and identify and operationalize analytical opportunities, as well as to ensure the analytical infrastructure delivers value. The company also offers support and maintenance services. It serves clients in financial services, government, healthcare and life sciences, manufacturing, retail, telecommunications, and travel/transportation sectors through a direct sales force in the Americas, Europe, the Middle East, Africa, the Asia Pacific, and Japan. The company was incorporated in 1979 and is headquartered in San Diego, California.",Technology,Software—Infrastructure,0.21%
CHRW,"C.H. Robinson Worldwide, Inc.","C.H. Robinson Worldwide, Inc., together with its subsidiaries, provides freight transportation services, and related logistics and supply chain services worldwide. The company operates in two segments, North American Surface Transportation and Global Forwarding. It offers transportation and logistics services, such as truckload; less than truckload transportation brokerage services, which include the shipment of single or multiple pallets of freight; intermodal transportation that comprises the shipment service of freight in containers or trailers by a combination of truck and rail; and non-vessel operating common carrier and freight forwarding services, as well as organizes air shipments and provides door-to-door services. The company also provides customs brokerage services; and other logistics services, such as fee-based managed, warehousing, small parcel, and other services. It has contractual relationships with approximately 96,000 transportation companies, including motor carriers, railroads, and ocean and air carriers. In addition, the company is involved in the buying, selling, and/or marketing of fresh fruits, vegetables, and other value-added perishable items under the Robinson Fresh name. Further, it offers transportation management services or managed TMS; and other surface transportation services. The company provides its fresh produce to grocery retailers, restaurants, produce wholesalers, and foodservice distributors through a network of independent produce growers and suppliers. C.H. Robinson Worldwide, Inc. was founded in 1905 and is headquartered in Eden Prairie, Minnesota.",Industrials,Integrated Freight & Logistics,0.21%
WSM,"Williams-Sonoma, Inc.","Williams-Sonoma, Inc. operates as an omni-channel specialty retailer of various products for home. It offers cooking, dining, and entertaining products, such as cookware, tools, electrics, cutlery, tabletop and bar, outdoor, furniture, and a library of cookbooks under the Williams Sonoma Home brand, as well as home furnishings and decorative accessories under the Williams Sonoma lifestyle brand; and furniture, bedding, lighting, rugs, table essentials, and decorative accessories under the Pottery Barn brand. The company also provides home decor products under the West Elm brand; kids accessories under the Pottery Barn Kids brand; and an organic bedding to multi-purpose furniture under the Pottery Barn Teen brand. In addition, it offers made-to-order lighting, hardware, furniture, and home decors inspired by history under the Rejuvenation brand; and women's and men's accessories, travel, entertaining and bar, home décor, and seasonal items under the Mark and Graham brand, as well as operates a 3-D imaging and augmented reality platform for the home furnishings and décor industry. The company markets its products through e-commerce websites, direct-mail catalogs, and retail stores. Williams-Sonoma, Inc. was founded in 1956 and is headquartered in San Francisco, California.",Consumer Cyclical,Specialty Retail,0.21%
PFG,"Principal Financial Group, Inc.","Principal Financial Group, Inc. provides retirement, asset management, and insurance products and services to businesses, individuals, and institutional clients worldwide. The company operates through Retirement and Income Solutions, Principal Global Investors, Principal International, and U.S. Insurance Solutions segments. The Retirement and Income Solutions segment provides retirement, and related financial products and services. It offers products and services for defined contribution plans, including 401(k) and 403(b) plans, defined benefit plans, nonqualified executive benefit plans, employee stock ownership plans, equity compensation, and pension risk transfer services; individual retirement accounts; investment only products; and mutual funds, individual variable annuities, and bank products, as well as trust and custody services. The Principal Global Investors segment provides equity, fixed income, real estate, and other alternative investments, as well as asset allocation, stable value management, and other structured investment strategies. The Principal International segment offers pension accumulation products and services, mutual funds, asset management, income annuities, and life insurance accumulation products, as well as voluntary savings plans in Brazil, Chile, Mexico, China, Hong Kong Special Administrative Region, and Southeast Asia. The U.S. Insurance Solutions segment provides specialty benefits, such as group dental and vision insurance, group life insurance, and group and individual disability insurance, as well as administers group dental, disability, and vision benefits; and individual life insurance products comprising universal, variable universal, indexed universal, and term life insurance products in the United States. It also offers insurance solutions for small and medium-sized businesses and their owners, as well as executives. Principal Financial Group, Inc. was founded in 1879 and is based in Des Moines, Iowa.",Financial Services,Asset Management,0.21%
QRVO,"Qorvo, Inc.","Qorvo, Inc. engages in development and commercialization of technologies and products for wireless, wired, and power markets. It operates through three segments: High Performance Analog (HPA), Connectivity and Sensors Group (CSG), and Advanced Cellular Group (ACG). The HPA segment supplies radio frequency and power management solutions for automotive, defense and aerospace, cellular infrastructure, broadband, and other markets. The CSG segment supplies connectivity and sensor components and systems featuring various technologies, such as UWB, Matter, Bluetooth Low Energy, Zigbee, Thread, Wi-Fi, cellular IoT, and MEMS-/BAW-based sensors. It serves markets, such as smart home, industrial automation, automotive, smartphones, wearables, gaming, and industrial and enterprise access points. The ACG segment supplies cellular RF solutions for smartphones, wearables, laptops, tablets, and various other devices. The company also offers foundry services for defense primes and other defense and aerospace customers. The company sells its products directly to original equipment manufacturers and original design manufacturers, as well as through a network of sales representative firms and distributors. It operates in the United States, China, other Asian countries, Taiwan, and Europe. The company was founded in 1957 and is headquartered in Greensboro, North Carolina.",Technology,Semiconductors,0.21%
LSTR,"Landstar System, Inc.","Landstar System, Inc. provides integrated transportation management solutions in the United States, Canada, Mexico, and internationally. The company operates through two segments: Transportation Logistics, and Insurance. The Transportation Logistics segment offers a range of transportation services, including truckload and less-than-truckload transportation, rail intermodal, air cargo, ocean cargo, expedited ground and air delivery of time-critical freight, heavy-haul/specialized, U.S.-Canada and U.S.-Mexico cross-border, intra-Mexico, intra-Canada, project cargo, and customs brokerage, as well as offers transportation services to other transportation companies, such as third party logistics, small package and less-than-truckload service providers. It provides truck services through dry and specialty vans of various sizes, unsided/platform trailers, temperature-controlled vans, and containers; rail intermodal services through contracts with domestic and Canadian railroads; and domestic and international air and ocean services. This segment serves the automotive parts and assemblies, consumer durables, building products, metals, chemicals, foodstuffs, heavy machinery, retail, electronics, and military equipment industries. The Insurance segment provides risk and claims management services; and reinsures risks of the company's independent contractors. The company markets its services through independent commission sales agents and third party capacity providers. Landstar System, Inc. was incorporated in 1991 and is headquartered in Jacksonville, Florida.",Industrials,Integrated Freight & Logistics,0.21%
DOX,Amdocs Limited,"Amdocs Limited, through its subsidiaries, provides software and services worldwide. It designs, develops, operates, implements, supports, and markets open and modular cloud portfolio. The company provides CES21, a 5G and cloud-native microservices-based market-leading customer experience suite, that enables service providers to build, deliver, and monetize advanced services; the Commerce and Care suite for order capture, handling, and customer engagement; the Monetization suite for charging, billing, policy, and revenue management; Intelligent Networking suite with a set of modular, flexible, and open service lifecycle management capabilities for network automation journeys; MarketONE, a cloud-native business ecosystem; Digital Brands Suite, a pre-integrated digital business suite for digital telecom brands and small-scale service providers; and eSIM Cloud for service providers. It also offers AI-powered, cloud-native, and home operating systems; data intelligence solutions and applications; media services for media publishers, TV networks, and video streaming and service providers; end-to-end application development and maintenance services; and ongoing services. In addition, the company provides a line of services designed for various stages of a service provider's lifecycle includes design, delivery, quality engineering, operations, systems integration, mobile network services, consulting, and content services; managed services comprising application development, modernization and maintenance, IT and infrastructure services, testing and professional services that are designed to assist customers in the selection, implementation, operation, management, and maintenance of IT systems. It serves to the communications, cable and satellite, entertainment, and media industry service providers, as well as mobile virtual network operators and directory publishers. Amdocs Limited was founded in 1988 and is headquartered in Saint Louis, Missouri.",Technology,Software—Infrastructure,0.21%
MSI,"Motorola Solutions, Inc.","Motorola Solutions, Inc. provides public safety and enterprise security solutions in the United States, the United Kingdom, Canada, and internationally. The company operates in two segments, Products and Systems Integration, and Software and Services. The Products and Systems Integration segment offers a portfolio of infrastructure, devices, accessories, and video security devices and infrastructure, as well as the implementation and integration of systems, devices, software, and applications for government, public safety, and commercial customers who operate private communications networks and video security solutions, as well as manage a mobile workforce. Its land mobile radio communications, and video security and access control devices include two-way portable and vehicle-mounted radios, fixed and mobile video cameras, and accessories; radio network core and central processing software, base stations, consoles, and repeaters; and video analytics, network video management hardware and software, and access control solutions. The Software and Services segment provides public safety and enterprise command center, unified communications applications, mobile video equipment, and video software solutions; repair, technical support, and maintenance services; and monitoring, software updates, and cybersecurity services. The company was formerly known as Motorola, Inc. and changed its name to Motorola Solutions, Inc. in January 2011. Motorola Solutions, Inc. was founded in 1928 and is headquartered in Chicago, Illinois.",Technology,Communication Equipment,0.21%
BIIB,Biogen Inc.,"Biogen Inc. discovers, develops, manufactures, and delivers therapies for treating neurological and neurodegenerative diseases in the United States, Europe, Germany, Asia, and internationally. The company offers TECFIDERA, VUMERITY, AVONEX, PLEGRIDY, TYSABRI, and FAMPYRA for multiple sclerosis (MS); SPINRAZA for spinal muscular atrophy; ADUHELM to treat Alzheimer's disease; FUMADERM to treat plaque psoriasis; BENEPALI, an etanercept biosimilar referencing ENBREL; IMRALDI, an adalimumab biosimilar referencing HUMIRA; FLIXABI, an infliximab biosimilar referencing REMICADE; and BYOOVIZ, a ranibizumab biosimilar referencing LUCENTIS. It also provides RITUXAN for treating non-Hodgkin's lymphoma, chronic lymphocytic leukemia (CLL), rheumatoid arthritis, two forms of ANCA-associated vasculitis, and pemphigus vulgaris; RITUXAN HYCELA for non-Hodgkin's lymphoma and CLL; GAZYVA to treat CLL and follicular lymphoma; OCREVUS for relapsing MS and primary progressive MS; LUNSUMIO to treat relapsed or refractory follicular lymphoma; glofitamab for non-Hodgkin's lymphoma; and other anti-CD20 therapies. In addition, the company is developing various products for the treatment of MS, Alzheimer's disease and dementia, neuromuscular disorders, Parkinson's disease and movement disorders, neuropsychiatry, immunology related diseases, neurovascular disorders, genetic neurodevelopmental disorders, and biosimilars, which are under various stages of development. Biogen Inc. has collaboration and license agreements with Acorda Therapeutics, Inc.; Alkermes Pharma Ireland Limited; Denali Therapeutics Inc.; Eisai Co., Ltd.; Genentech, Inc.; Neurimmune SubOne AG; Ionis Pharmaceuticals, Inc.; Samsung Bioepis Co., Ltd.; Sangamo Therapeutics, Inc.; and Sage Therapeutics, Inc. The company was founded in 1978 and is headquartered in Cambridge, Massachusetts.",Healthcare,Drug Manufacturers—General,0.20%
PINS,"Pinterest, Inc.","Pinterest, Inc. operates as a visual discovery engine in the United States and internationally. The company's engine allows people to find ideas, such as recipes, home and style inspiration, and others; provides video, product, and idea pins; and offers organizing and planning tools. It shows organic recommendations and advertising engine based on pinners tastes and preferences; and enables pinners with shoppable product pins, which include price, color, and size that redirect to retailer websites. The company was formerly known as Cold Brew Labs Inc. and changed its name to Pinterest, Inc. in April 2012. Pinterest, Inc. was incorporated in 2008 and is headquartered in San Francisco, California.",Communication Services,Internet Content & Information,0.20%
ANSS,"ANSYS, Inc.","ANSYS, Inc. develops and markets engineering simulation software and services worldwide. It offers ANSYS Workbench, a framework upon which its multiphysics engineering simulation technologies are built and enables engineers to simulate the interactions between structures, heat transfer, fluids, electronics, and optical elements in a unified engineering simulation environment; high-performance computing product suite and the cloud; power analysis and optimization software suite that manages the power budget, power delivery integrity, and power-induced noise in an electronic design; and structural analysis product suite that provides simulation tools for product design and optimization. The company also provides electronics product suite that offers electromagnetic field simulation software for designing electronic and electromechanical products; SCADE product suite, a solution for embedded software simulation, code production, and automated certification; fluids product suite that enables modeling of fluid flow and other related physical phenomena; Ansys Granta products to give access to material intelligence; photonic design and simulation tools; and optical sensor and closed-loop, and real-time simulation, as well as safety-certified embedded software solutions. In addition, the company provides Discovery product family for use in the simulation of product design; and academic product suite used in research and teaching settings, which allows students to become familiar with its simulation software. It serves engineers, designers, researchers, and students in the aerospace and defense, automotive, construction, consumer products, energy, healthcare, high-tech, industrial equipment, and materials and chemical processing industries. ANSYS, Inc. was founded in 1970 and is headquartered in Canonsburg, Pennsylvania.",Technology,Software—Application,0.20%
JBL,Jabil Inc.,"Jabil Inc. provides manufacturing services and solutions worldwide. It operates in two segments, Electronics Manufacturing Services and Diversified Manufacturing Services. The company offers electronics design, production, and product management services; electronic circuit design services, such as application-specific integrated circuit design, firmware development, and rapid prototyping services; and designs plastic and metal enclosures that include the electro-mechanics, such as the printed circuit board assemblies (PCBA). It also provides three-dimensional mechanical design comprising the analysis of electronic, electro-mechanical, and optical assemblies, as well as various industrial design, mechanism development, and tooling management services. In addition, the company provides computer-assisted design services consisting of PCBA design, as well as PCBA design validation and verification services; and other consulting services, such as the generation of a bill of materials, approved vendor list, and assembly equipment configuration for various PCBA designs. Further, it offers product and process validation services, such as product system, product safety, regulatory compliance, and reliability tests, as well as manufacturing test solution development services. Additionally, the company provides systems assembly, test, direct-order fulfillment, and configure-to-order services. It serves 5G, wireless and cloud, digital print and retail, industrial and semi-cap, networking and storage, automotive and transportation, connected devices, healthcare and packaging, and mobility industries. The company was formerly known as Jabil Circuit, Inc. and changed its name to Jabil Inc. in June 2017. Jabil Inc. was founded in 1966 and is headquartered in Saint Petersburg, Florida.",Technology,Electronic Components,0.20%
SEIC,SEI Investments Company,"SEI Investments Company is a publicly owned asset management holding company. Through its subsidiaries, the firm provides wealth management, retirement and investment solutions, asset management, asset administration, investment processing outsourcing solutions, financial services, and investment advisory services to its clients. It provides its services to private banks, independent financial advisers, institutional investors, investment managers, investment advisors, wealth management organizations, corporations, retirement scheme sponsors, not-for-profit organizations, hedge fund managers, registered investment advisers, independent broker-dealers, financial planners, life insurance agents, defined-benefit schemes, defined-contribution schemes, endowments, foundations, and board-designated fund, through its subsidiaries. Through its subsidiaries, the firm manages separate client-focused portfolios. It also launches and manages equity, fixed income, and balanced mutual funds, through its subsidiaries. Through its subsidiaries, the firm invests in public equity and fixed income markets. It employs fundamental and quantitative analysis with a focus on top-down and bottom-up analysis to make its investments, through its subsidiaries. SEI Investments Company was founded in 1968 and is based in Oaks, Pennsylvania.",Financial Services,Asset Management,0.20%
MSGS,Madison Square Garden Sports Corp.,"Madison Square Garden Sports Corp. operates as a professional sports company in the United States. The company owns and operates a portfolio of assets that consists of the New York Knickerbockers of the National Basketball Association (NBA) and the New York Rangers of the National Hockey League. Its other professional franchises include two development league teams, the Hartford Wolf Pack of the American Hockey League and the Westchester Knicks of the NBA G League. The company also owns Knicks Gaming, an esports franchise that competes in the NBA 2K League, as well as a controlling interest in Counter Logic Gaming, a North American esports organization. In addition, it operates two professional sports team performance centers, the Madison Square Garden Training Center in Greenburgh. The company was formerly known as The Madison Square Garden Company. Madison Square Garden Sports Corp. was incorporated in 2015 and is based in New York, New York.",Communication Services,Entertainment,0.19%
ON,ON Semiconductor Corporation,"ON Semiconductor Corporation provides intelligent sensing and power solutions in the United States and internationally. The company operates through three segments: Power Solutions Group, Advanced Solutions Group, and Intelligent Sensing Group. Its intelligent power technologies enable the electrification of the automotive industry that allows for lighter and longer-range electric vehicles, empowers fast-charging systems, and propels sustainable energy for the solar strings, industrial power, and storage systems. The company offers analog, discrete, module, and integrated semiconductor products that perform multiple application functions, includes power switching and conversion, signal conditioning, circuit protection, signal amplification, and voltage regulation functions. The company also designs and develops analog, mixed-signal, advanced logic, application specific standard product and ASICs, radio frequency, and integrated power solutions for end-users in end-markets, as well as provides foundry and design services for government customers. In addition, it develops complementary metal oxide semiconductor image sensors, image signal processors, and single photon detectors, include silicon photomultipliers and single photon avalanche diode arrays, as well as actuator drivers for autofocus and image stabilization for a broad base of end-users in various end-markets. ON Semiconductor Corporation was incorporated in 1992 and is headquartered in Scottsdale, Arizona.",Technology,Semiconductors,0.19%
WMT,Walmart Inc.,"Walmart Inc. engages in the operation of retail, wholesale, and other units worldwide. The company operates through three segments: Walmart U.S., Walmart International, and Sam's Club. It operates supercenters, supermarkets, hypermarkets, warehouse clubs, cash and carry stores, and discount stores under Walmart and Walmart Neighborhood Market brands; membership-only warehouse clubs; ecommerce websites, such as walmart.com, walmart.com.mx, walmart.ca, flipkart.com, and samsclub.com; and mobile commerce applications. The company offers grocery and consumables, including dry grocery, snacks, dairy, meat, produce, bakery and deli, alcoholic and nonalcoholic beverages, floral, candy, and other grocery items, as well as dry, chilled, or frozen packaged foods; and health and beauty aids, paper goods, laundry and home care, baby care, pet supplies, and other consumable items. It is also involved in the operation of gasoline stations; provision of tobacco; and health and wellness products covering pharmacy, optical and hearing services, and over-the-counter drugs and other medical products. In addition, the company offers home improvement, outdoor living, gardening, furniture, apparel, jewelry, tools and power equipment, housewares, toys, seasonal items, mattresses, and tire and battery centers; and consumer electronics and accessories, software, video games, office supplies, appliances, and third-party gift cards. Further, it operates digital payment platforms; and offers financial services and related products, including money transfers, bill payments, money orders, check cashing, prepaid access, co-branded credit cards, installment lending, and earned wage access. The company was formerly known as Wal-Mart Stores, Inc. and changed its name to Walmart Inc. in February 2018. Walmart Inc. was founded in 1945 and is based in Bentonville, Arkansas.",Consumer Defensive,Discount Stores,0.18%
